alpha,beta,ef,refine_runs,time_v2,time_v3,speedup_raw,speedup_drift_corrected,recall_v2,recall_v3,qps_v2,qps_v3
0.85,3,800,1,0.425534,0.417562,1.0191,1.0127,0.980272,0.980043,16402.92,16716.08
0.85,3,1600,1,0.863026,0.854872,1.0095,1.0032,0.985630,0.985430,8087.82,8164.97
0.85,3,3200,1,1.739713,1.719666,1.0117,1.0053,0.989327,0.988883,4012.16,4058.93
0.85,4,10,1,0.045610,0.044785,1.0184,1.0121,0.895358,0.894842,153036.61,155855.76
0.85,4,20,1,0.045187,0.044431,1.0170,1.0107,0.895358,0.894842,154469.21,157097.52
0.85,4,50,1,0.052649,0.052316,1.0064,1.0001,0.909212,0.910774,132576.12,133419.99
0.85,4,100,1,0.087651,0.086450,1.0139,1.0076,0.946433,0.947020,79634.00,80740.31
0.85,4,200,1,0.142789,0.137333,1.0397,1.0332,0.963066,0.963553,48883.32,50825.37
0.85,4,400,1,0.234729,0.230132,1.0200,1.0136,0.974427,0.974656,29736.42,30330.42
0.85,4,800,1,0.435225,0.422159,1.0310,1.0245,0.980860,0.981003,16037.68,16534.05
0.85,4,1600,1,0.900418,0.854783,1.0534,1.0468,0.986289,0.986232,7751.96,8165.82
0.85,4,3200,1,1.786045,1.724794,1.0355,1.0290,0.989756,0.989771,3908.08,4046.86
0.85,5,10,1,0.053369,0.052842,1.0100,1.0037,0.910473,0.909728,130787.54,132091.90
0.85,5,20,1,0.053539,0.052418,1.0214,1.0150,0.910473,0.909728,130372.25,133160.36
0.85,5,50,1,0.053295,0.052150,1.0220,1.0156,0.910473,0.909728,130969.13,133844.68
0.85,5,100,1,0.088815,0.087429,1.0159,1.0095,0.946547,0.946017,78590.33,79836.21
0.85,5,200,1,0.141932,0.138010,1.0284,1.0220,0.963037,0.962994,49178.48,50576.05
0.85,5,400,1,0.230640,0.230686,0.9998,0.9936,0.974470,0.974456,30263.61,30257.58
0.85,5,800,1,0.429236,0.426918,1.0054,0.9992,0.981089,0.981103,16261.45,16349.74
0.85,5,1600,1,0.864745,0.857471,1.0085,1.0022,0.986304,0.986433,8071.74,8140.22
0.85,5,3200,1,1.735563,1.719254,1.0095,1.0032,0.989656,0.989828,4021.75,4059.90
0.85,6,10,1,0.061579,0.059368,1.0372,1.0308,0.922049,0.920258,113350.33,117571.76
0.85,6,20,1,0.061565,0.059377,1.0368,1.0304,0.922049,0.920258,113376.11,117553.94
0.85,6,50,1,0.061326,0.059491,1.0308,1.0244,0.922049,0.920258,113817.96,117328.67
0.85,6,100,1,0.088907,0.085878,1.0353,1.0288,0.947235,0.945946,78509.00,81278.09
0.85,6,200,1,0.144075,0.135223,1.0655,1.0588,0.963209,0.962851,48446.99,51618.44
0.85,6,400,1,0.234879,0.225018,1.0438,1.0373,0.974255,0.974756,29717.43,31019.74
0.85,6,800,1,0.432284,0.420545,1.0279,1.0215,0.980831,0.981032,16146.79,16597.51
0.85,6,1600,1,0.886101,0.848801,1.0439,1.0374,0.986361,0.986633,7877.21,8223.36
0.85,6,3200,1,1.760623,1.698501,1.0366,1.0301,0.989785,0.990201,3964.51,4109.51
0.85,8,10,1,0.076752,0.073691,1.0415,1.0350,0.934885,0.935487,90942.26,94719.84
0.85,8,20,1,0.077058,0.074046,1.0407,1.0342,0.934885,0.935487,90581.12,94265.73
0.85,8,50,1,0.077117,0.074654,1.0330,1.0265,0.934885,0.935487,90511.82,93498.00
0.85,8,100,1,0.090901,0.087782,1.0355,1.0291,0.946519,0.946433,76786.83,79515.16
0.85,8,200,1,0.146333,0.140563,1.0410,1.0346,0.962951,0.962751,47699.43,49657.45
0.85,8,400,1,0.240231,0.233634,1.0282,1.0218,0.974628,0.974785,29055.37,29875.79
0.85,8,800,1,0.442293,0.429078,1.0308,1.0244,0.981232,0.980860,15781.39,16267.44
0.85,8,1600,1,0.898354,0.874151,1.0277,1.0213,0.986562,0.986504,7769.77,7984.89
0.85,8,3200,1,1.773860,1.737005,1.0212,1.0148,0.990215,0.989885,3934.92,4018.41
0.9,1,10,0,0.018147,0.018621,0.9745,0.9685,0.710516,0.711289,384636.58,374845.60
0.9,1,20,0,0.027715,0.028323,0.9785,0.9724,0.801934,0.804413,251849.18,246442.82
0.9,1,50,0,0.053275,0.053770,0.9908,0.9846,0.868567,0.868854,131018.30,129812.16
0.9,1,100,0,0.088247,0.088504,0.9971,0.9909,0.900272,0.900616,79096.17,78866.49
0.9,1,200,0,0.135016,0.137040,0.9852,0.9791,0.917178,0.916662,51697.58,50934.03
0.9,1,400,0,0.234095,0.236758,0.9888,0.9826,0.927378,0.927736,29816.95,29481.58
0.9,1,800,0,0.446556,0.448333,0.9960,0.9898,0.934284,0.934054,15630.74,15568.78
0.9,1,1600,0,0.888890,0.878207,1.0122,1.0058,0.938395,0.938367,7852.49,7948.01
0.9,1,3200,0,1.772080,1.763345,1.0050,0.9987,0.941605,0.941447,3938.87,3958.39
0.9,2,10,1,0.029377,0.029150,1.0078,1.0015,0.835544,0.837607,237600.84,239451.11
0.9,2,20,1,0.029004,0.028671,1.0116,1.0053,0.835544,0.837607,240656.46,243451.57
0.9,2,50,1,0.054266,0.053567,1.0130,1.0067,0.908281,0.907794,128625.66,130304.11
0.9,2,100,1,0.091676,0.084931,1.0794,1.0727,0.942593,0.942980,76137.70,82184.36
0.9,2,200,1,0.144968,0.132802,1.0916,1.0848,0.961089,0.961132,48148.56,52559.45
0.9,2,400,1,0.239751,0.238274,1.0062,0.9999,0.972980,0.972779,29113.54,29294.01
0.9,2,800,1,0.451274,0.449013,1.0050,0.9988,0.980129,0.980115,15467.32,15545.21
0.9,2,1600,1,0.902402,0.885807,1.0187,1.0124,0.985072,0.984986,7734.91,7879.82
0.9,2,3200,1,1.827338,1.758962,1.0389,1.0324,0.988639,0.988926,3819.76,3968.25
0.9,3,10,1,0.039046,0.038588,1.0119,1.0056,0.873711,0.876089,178763.51,180885.25
0.9,3,20,1,0.038577,0.037877,1.0185,1.0121,0.873711,0.876089,180936.83,184280.70
0.9,3,50,1,0.055195,0.053946,1.0232,1.0168,0.908625,0.909384,126460.73,129388.65
0.9,3,100,1,0.091035,0.091646,0.9933,0.9871,0.944513,0.944556,76673.81,76162.63
0.9,3,200,1,0.144862,0.144080,1.0054,0.9992,0.962593,0.962951,48183.79,48445.31
0.9,3,400,1,0.240541,0.239043,1.0063,1.0000,0.974269,0.973725,29017.92,29199.77
0.9,3,800,1,0.451549,0.449317,1.0050,0.9987,0.981046,0.981189,15457.90,15534.69
0.9,3,1600,1,0.911059,0.894454,1.0186,1.0122,0.986132,0.985831,7661.41,7803.64
0.9,3,3200,1,1.815348,1.799574,1.0088,1.0025,0.989499,0.989556,3844.99,3878.70
0.9,4,10,1,0.047755,0.047363,1.0083,1.0020,0.895573,0.895817,146162.71,147372.42
0.9,4,20,1,0.047246,0.046738,1.0109,1.0046,0.895573,0.895817,147737.37,149343.15
0.9,4,50,1,0.054807,0.054799,1.0001,0.9939,0.909642,0.909441,127355.99,127374.59
0.9,4,100,1,0.089745,0.090697,0.9895,0.9833,0.943983,0.943968,77775.92,76959.55
0.9,4,200,1,0.137887,0.141872,0.9719,0.9658,0.962550,0.962464,50621.16,49199.28
0.9,4,400,1,0.238474,0.239136,0.9972,0.9910,0.973825,0.973639,29269.44,29188.41
0.9,4,800,1,0.447759,0.449809,0.9954,0.9892,0.981232,0.981046,15588.74,15517.70
0.9,4,1600,1,0.891331,0.893554,0.9975,0.9913,0.986289,0.986132,7830.99,7811.50
0.9,4,3200,1,1.790796,1.778843,1.0067,1.0004,0.989857,0.989656,3897.71,3923.90
0.9,5,10,1,0.056699,0.054928,1.0322,1.0258,0.910043,0.908553,123106.23,127075.44
0.9,5,20,1,0.056653,0.054523,1.0391,1.0326,0.910043,0.908553,123206.19,128019.37
0.9,5,50,1,0.056314,0.054867,1.0264,1.0200,0.910043,0.908553,123947.86,127216.72
0.9,5,100,1,0.089355,0.091128,0.9805,0.9744,0.944384,0.944183,78115.38,76595.56
0.9,5,200,1,0.140140,0.140643,0.9964,0.9902,0.962679,0.961705,49807.34,49629.20
0.9,5,400,1,0.240057,0.239201,1.0036,0.9973,0.973739,0.973524,29076.43,29180.48
0.9,5,800,1,0.453505,0.451552,1.0043,0.9981,0.981203,0.980831,15391.23,15457.80
0.9,5,1600,1,0.911152,0.891304,1.0223,1.0159,0.986117,0.985888,7660.63,7831.22
0.9,5,3200,1,1.822403,1.778214,1.0249,1.0185,0.989785,0.989713,3830.11,3925.29
0.9,6,10,1,0.063726,0.063260,1.0074,1.0011,0.920014,0.921046,109531.43,110338.29
0.9,6,20,1,0.064299,0.063051,1.0198,1.0134,0.920014,0.921046,108555.34,110704.03
0.9,6,50,1,0.064601,0.062652,1.0311,1.0247,0.920014,0.921046,108047.86,111409.05
0.9,6,100,1,0.091335,0.089774,1.0174,1.0110,0.944456,0.944842,76421.96,77750.80
0.9,6,200,1,0.143634,0.138722,1.0354,1.0289,0.962593,0.963052,48595.74,50316.46
0.9,6,400,1,0.241646,0.239361,1.0095,1.0032,0.973639,0.973653,28885.23,29160.97
0.9,6,800,1,0.453618,0.450120,1.0078,1.0015,0.980831,0.981117,15387.40,15506.98
0.9,6,1600,1,0.906351,0.895701,1.0119,1.0056,0.986117,0.986218,7701.21,7792.78
0.9,6,3200,1,1.819368,1.783063,1.0204,1.0140,0.989656,0.989771,3836.50,3914.61
0.9,8,10,1,0.078503,0.075528,1.0394,1.0329,0.936576,0.936017,88913.80,92416.06
0.9,8,20,1,0.079641,0.076483,1.0413,1.0348,0.936576,0.936017,87643.30,91262.11
0.9,8,50,1,0.079689,0.076785,1.0378,1.0313,0.936576,0.936017,87590.51,90903.17
0.9,8,100,1,0.091937,0.089877,1.0229,1.0165,0.944986,0.944871,75921.55,77661.69
0.9,8,200,1,0.142244,0.138282,1.0287,1.0222,0.963223,0.963166,49070.61,50476.56
0.9,8,400,1,0.243716,0.240663,1.0127,1.0064,0.974384,0.974398,28639.89,29003.21
0.9,8,800,1,0.454120,0.452280,1.0041,0.9978,0.981189,0.981304,15370.39,15432.92
0.9,8,1600,1,0.909608,0.882390,1.0308,1.0244,0.986246,0.986203,7673.64,7910.33
0.9,8,3200,1,1.811831,1.766831,1.0255,1.0191,0.989728,0.989928,3852.46,3950.58
1.0,1,10,0,0.024514,0.024675,0.9935,0.9873,0.726332,0.727751,284735.25,282877.41
1.0,1,20,0,0.035825,0.036003,0.9951,0.9888,0.825802,0.826605,194836.01,193872.73
1.0,1,50,0,0.067245,0.067603,0.9947,0.9885,0.905888,0.906261,103799.54,103249.86
1.0,1,100,0,0.118329,0.119556,0.9897,0.9836,0.939842,0.939470,58988.08,58382.68
1.0,1,200,0,0.208349,0.209937,0.9924,0.9862,0.960401,0.960086,33501.48,33248.07
1.0,1,400,0,0.380136,0.384269,0.9892,0.9831,0.972751,0.972450,18361.85,18164.36
1.0,1,800,0,0.714623,0.725403,0.9851,0.9790,0.980344,0.979900,9767.39,9622.24
1.0,1,1600,0,1.360339,1.381104,0.9850,0.9788,0.986246,0.986103,5131.07,5053.93
1.0,1,3200,0,2.588003,2.621932,0.9871,0.9809,0.989670,0.989570,2697.06,2662.16
